date,site,depth_range_m,deep_ft,shallow_ft,deep_m,shallow_m,divers,net_type,net_num,clarity,bedrock,boulder,cobble,gravel,small_gravel,sand,silt,hard_clay,veg_low,veg_mid,veg_high,clad,veg_cover,veg_1,veg_2,veg_3,veg_4,veg_5
6/22/2023,PYR,15-10,15,10,4.6,3.0,LK,EXP,UNK,6.3,0,0,0,0,0,60,40,0,P,A,A,UNK,50,0.3,0,0,0,0
6/22/2023,PYR,10-5,10,5,3.0,1.5,LK,EXP,UNK,6.3,0,0,0,0,0,80,20,0,P,A,A,UNK,60,0.1,0,0,0,0
6/22/2023,PYR,5-3,5,3,1.5,0.9,LK,EXP,UNK,6.3,0,80,20,0,0,0,0,0,P,A,A,UNK,0,0,0,0,0,0
6/22/2023,PYR,40-35,40,35,12.2,10.6,SAB,EXP,UNK,3,0,1,0,0,0,0,99,0,P,A,A,UNK,1,0.3,0,0,0,0
6/22/2023,PYR,35-30,35,30,10.6,9.1,SAB,EXP,UNK,3,0,1,0,0,0,0,99,0,P,A,A,UNK,1,0.3,0,0,0,0
6/22/2023,PYR,30-25,30,25,9.1,7.6,SAB,EXP,UNK,3,0,1,0,0,0,0,99,0,P,A,A,UNK,1,0.3,0,0,0,0
6/22/2023,PYR,25-20,25,20,7.6,6.1,SAB,EXP,UNK,3,0,1,0,0,0,0,99,0,P,A,A,UNK,5,0.5,0,0,0,0
6/22/2023,PYR,20-15,20,15,6.1,4.6,SAB,EXP,UNK,3,0,1,0,0,0,0,99,0,A,P,A,UNK,50,1,0,0,0,0
6/22/2023,PYR,15-10,15,10,4.6,3.0,SAB,EXP,UNK,3,0,0,0,0,0,30,70,0,A,P,A,UNK,50,1,0,0,0,0
6/22/2023,PYR,10-5,10,5,3.0,1.5,SAB,EXP,UNK,3,0,1,0,0,0,99,0,0,P,A,A,UNK,90,0.05,0,0,0,0
6/22/2023,PYR,5-3,5,3,1.5,0.9,SAB,EXP,UNK,3,0,20,20,10,0,50,0,0,A,A,A,UNK,0,0,0,0,0,0
6/22/2023,TAM,33-30,33,30,10.0,9.1,LK,CORE,10,3,0,0,0,0,0,20,80,0,P,A,A,UNK,0,0,0,0,0,0
6/22/2023,TAM,30-25,30,25,9.1,7.6,LK,CORE,10,3,0,0,0,0,0,20,80,0,P,A,A,UNK,5,0.5,0,0,0,0
6/22/2023,TAM,25-20,25,20,7.6,6.1,LK,CORE,10,3,0,0,0,0,0,10,90,0,P,A,A,UNK,20,0.7,0,0,0,0
6/22/2023,TAM,20-15,20,15,6.1,4.6,LK,CORE,10,3,0,0,0,0,0,50,50,0,P,A,A,UNK,5,0.1,0,0,0,0
6/22/2023,TAM,33-30,33,30,10.0,9.1,SAB,CORE,10,3,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
6/22/2023,TAM,30-25,30,25,9.1,7.6,SAB,CORE,10,3,0,0,0,0,0,0,100,0,P,A,A,UNK,1,0.4,0,0,0,0
6/22/2023,TAM,25-20,25,20,7.6,6.1,SAB,CORE,10,3,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
6/22/2023,TAM,20-15,20,15,6.1,4.6,SAB,CORE,10,3,0,0,0,0,0,0,100,0,A,P,A,UNK,30,1,0,0,0,0
6/22/2023,TAM,15-13,15,13,4.6,4.0,SAB,CORE,10,3,0,0,0,0,0,20,80,0,P,A,A,UNK,30,0.4,0,0,0,0
6/22/2023,TAM,35-30,35,30,10.6,9.1,LK,EXP,UNK,3,0,0,0,0,10,85,5,0,P,A,A,UNK,0,0,0,0,0,0
6/22/2023,TAM,30-25,30,25,9.1,7.6,LK,EXP,UNK,3,0,0,0,0,10,85,5,0,P,A,A,UNK,0,0,0,0,0,0
6/22/2023,TAM,25-20,25,20,7.6,6.1,LK,EXP,UNK,3,0,0,0,0,0,90,10,0,P,A,A,UNK,15,0.3,0,0,0,0
6/22/2023,TAM,20-15,20,15,6.1,4.6,LK,EXP,UNK,3,0,0,0,0,5,85,10,0,P,A,A,UNK,15,0.6,0,0,0,0
6/22/2023,TAM,15-10,15,10,4.6,3.0,LK,EXP,UNK,3,0,0,0,0,5,95,0,0,P,A,A,UNK,5,0.03,0,0,0,0
6/22/2023,TAM,10-5,10,5,3.0,1.5,LK,EXP,UNK,3,0,0,0,5,10,85,0,0,P,A,A,UNK,0,0,0,0,0,0
6/22/2023,TAM,5-3,5,3,1.5,0.9,LK,EXP,UNK,3,5,0,10,0,10,75,0,0,P,A,A,UNK,0,0,0,0,0,0
6/22/2023,TAM,35-30,35,30,10.6,9.1,SAB,EXP,UNK,3,0,0,0,0,0,60,40,0,A,A,A,UNK,0,0,0,0,0,0
6/22/2023,TAM,30-25,30,25,9.1,7.6,SAB,EXP,UNK,3,0,0,0,0,0,60,40,0,P,A,A,UNK,1,0.4,0,0,0,0
6/22/2023,TAM,25-20,25,20,7.6,6.1,SAB,EXP,UNK,3,0,0,0,0,0,60,40,0,A,P,A,UNK,30,1,0,0,0,0
6/22/2023,TAM,20-15,20,15,6.1,4.6,SAB,EXP,UNK,3,0,0,0,0,0,100,0,0,A,P,A,UNK,20,1,0,0,0,0
6/22/2023,TAM,15-10,15,10,4.6,3.0,SAB,EXP,UNK,3,0,0,0,5,0,95,0,0,P,A,A,UNK,5,0.1,0,0,0,0
6/22/2023,TAM,10-5,10,5,3.0,1.5,SAB,EXP,UNK,3,0,0,0,5,0,95,0,0,A,A,A,UNK,0,0,0,0,0,0
6/22/2023,TAM,5-3,5,3,1.5,0.9,SAB,EXP,UNK,3,0,0,20,20,30,30,0,0,A,A,A,UNK,0,0,0,0,0,0
6/22/2023,PYR,17-15,17,15,5.2,4.6,LK,CORE,10,6.3,25,0,0,0,0,70,5,0,P,A,A,UNK,5,0.1,0,0,0,0
7/7/2023,PEP2,45-40,45,40,13.7,12.2,LK,EXP,"10-12, 7, 11",4.8,10,0,0,0,0,0,90,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PEP2,40-35,40,35,12.2,10.6,LK,EXP,"10-12, 7, 12",4.8,5,0,0,0,0,5,85,0,A,A,A,UNK,1,0,0,0,0,0
7/7/2023,PEP2,35-30,35,30,10.6,9.1,LK,EXP,"10-12, 7, 13",4.8,5,0,0,0,0,15,80,0,P,A,A,UNK,5,0,0.15,0.15,0.3,0.3
7/7/2023,PEP2,30-25,30,25,9.1,7.6,LK,EXP,"10-12, 7, 14",4.8,0,0,0,0,0,30,70,0,P,A,A,UNK,15,0.1,0.1,0.1,0.3,0.3
7/7/2023,PEP2,25-20,25,20,7.6,6.1,LK,EXP,"10-12, 7, 15",4.8,0,0,0,0,0,85,15,0,P,A,A,UNK,10,0.3,0.3,0.1,0.1,0.5
7/7/2023,PEP2,20-15,20,15,6.1,4.6,LK,EXP,"10-12, 7, 16",4.8,0,0,0,0,5,95,0,0,P,A,A,UNK,50,0.1,0.1,0.1,0.1,0.3
7/7/2023,PEP2,15-10,15,10,4.6,3.0,LK,EXP,"10-12, 7, 17",4.8,0,95,0,0,5,0,0,0,P,A,A,P,0,0,0,0,0,0
7/7/2023,PEP2,55-50,55,50,16.7,15.2,LK,EXP,"10-12, 7, 9",4.8,10,0,0,0,0,0,90,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PEP2,50-45,50,45,15.2,13.7,LK,EXP,"10-12, 7, 10",4.8,10,0,0,0,0,0,90,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PEP2,45-40,45,40,13.7,12.2,SB,EXP,"10-12,7,11",4.8,10,0,0,0,0,0,90,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PEP2,40-35,40,35,12.2,10.6,SB,EXP,"10-12,7,12",4.8,0,0,0,0,0,10,90,0,P,A,A,UNK,5,0.3,0.3,0.3,0.2,0.1
7/7/2023,PEP2,35-30,35,30,10.6,9.1,SB,EXP,"10-12,7,13",4.8,0,0,0,0,0,8,90,2,P,P,A,UNK,20,0.1,0.3,0.5,1,0.2
7/7/2023,PEP2,30-25,30,25,9.1,7.6,SB,EXP,"10-12,7,14",4.8,0,0,0,0,0,40,60,0,P,A,A,UNK,20,0.1,0.1,0.1,0.3,0.3
7/7/2023,PEP2,25-20,25,20,7.6,6.1,SB,EXP,"10-12,7,15",4.8,0,5,0,0,0,95,0,0,P,A,A,UNK,5,0.1,0.1,0.1,0.1,0.1
7/7/2023,PEP2,20-15,20,15,6.1,4.6,SB,EXP,"10-12,7,16",4.8,0,20,10,0,0,70,0,0,P,A,A,UNK,50,0.1,0.1,0.1,0.3,0.5
7/7/2023,PEP2,15-10,15,10,4.6,3.0,SB,EXP,"10-12,7,17",4.8,0,50,20,15,0,15,0,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,PEP2,10-5,10,5,3.0,1.5,SB,EXP,"10-12,7,18",4.8,0,0,0,0,0,0,0,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,PEP2,55-50,55,50,16.7,15.2,SB,EXP,"10-12,7,9",4.8,10,0,0,0,0,0,90,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PEP2,50-45,50,45,15.2,13.7,SB,EXP,"10-12,7,10",4.8,10,0,0,0,0,0,90,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PEP2,35-30,35,30,10.6,9.1,PB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,A,A,UNK,10,0.1,0.1,0.1,0.2,0.2
7/7/2023,PEP2,30-25,30,25,9.1,7.6,PB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,A,A,UNK,5,0.1,0.1,0.1,0.2,0.2
7/7/2023,PEP2,25-20,25,20,7.6,6.1,PB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,A,A,UNK,1,0.1,0.1,0.1,0.1,0.2
7/7/2023,PEP2,20-15,20,15,6.1,4.6,PB,CORE,10 & 20,4.8,10,0,0,0,0,0,90,0,P,A,A,UNK,20,0.3,0.3,0.3,0.3,0.3
7/7/2023,PEP2,15-10,15,10,4.6,3.0,PB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,A,A,UNK,15,0.1,0.1,0.1,0.3,0.3
7/7/2023,PEP2,10-5,10,5,3.0,1.5,PB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,A,A,P,50,0.1,0.1,0.1,0.1,0.2
7/7/2023,PEP2,5-2,5,2,1.5,0.6,PB,CORE,10 & 20,4.8,0,0,100,0,0,0,0,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,PEP2,48-45,48,45,14.6,13.7,PB,CORE,10 & 20,4.8,0,0,0,0,0,20,80,0,P,A,A,UNK,40,0.3,0.3,0.3,0.3,0.3
7/7/2023,PEP2,45-40,45,40,13.7,12.2,PB,CORE,10&20,4.8,0,0,0,0,0,20,80,0,P,A,A,UNK,40,0.3,0.3,0.3,0.3,0.3
7/7/2023,PEP2,40-35,40,35,12.2,10.6,PB,CORE,10 & 20,4.8,0,0,0,0,0,20,80,0,P,A,A,UNK,30,0.1,0.1,0.1,0.2,0.2
7/7/2023,PEP2,48-45,48,45,14.6,13.7,RAL,CORE,10 & 20,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,40,0.1,0.1,0.1,0.1,0.1
7/8/2023,PEP3,45-40,45,40,13.7,12.2,RAL,CORE,10&20,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,40,0.1,0.1,0.1,0.1,0.1
7/7/2023,PEP2,40-35,40,35,12.2,10.6,RAL,CORE,10 & 20,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,20,0.1,0.1,0.1,0.1,0.2
7/7/2023,PEP2,35-30,35,30,10.6,9.1,RAL,CORE,10 & 20,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,10,0.1,0.1,0.4,0.2,0.2
7/7/2023,PEP2,30-25,30,25,9.1,7.6,RAL,CORE,10 & 20,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,3,0.1,0.1,0.1,0.11,0.3
7/7/2023,PEP2,25-20,25,20,7.6,6.1,RAL,CORE,10 & 20,4.8,0,0,0,0,0,0,0,100,P,P,A,UNK,1,0.1,0.3,0.3,0.3,0.8
7/7/2023,PEP2,20-15,20,15,6.1,4.6,RAL,CORE,10 & 20,4.8,2,0,0,0,0,0,0,98,P,P,A,UNK,15,0.1,0.3,0.3,0.3,0.8
7/7/2023,PEP2,15-10,15,10,4.6,3.0,RAL,CORE,10 & 20,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,10,0.1,0.3,0.3,0.5,0.5
7/7/2023,PEP2,10-5,10,5,3.0,1.5,RAL,CORE,10 & 20,4.8,0,0,0,0,0,0,0,100,P,P,A,UNK,10,0.1,0.1,0.1,0.3,1
7/7/2023,PEP2,5-2,5,2,1.5,0.6,RAL,CORE,10 & 20,4.8,0,0,100,0,0,0,0,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,PEP2,25-20,25,20,7.6,6.1,LK,EXP,1 to 8,4.8,0,0,0,0,0,10,90,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PEP2,20-15,20,15,6.1,4.6,LK,EXP,1 to 8,4.8,0,0,0,0,0,15,85,0,P,A,A,UNK,5,0.1,0.1,0.1,0.3,0.3
7/7/2023,PEP2,15-10,15,10,4.6,3.0,LK,EXP,1 to 8,4.8,0,0,0,0,0,80,20,0,P,A,A,UNK,25,0.1,0.1,0.1,0.3,0.3
7/7/2023,PEP2,10-5,10,5,3.0,1.5,LK,EXP,1 to 8,4.8,0,0,0,0,50,50,0,0,P,P,A,UNK,40,1,1,0.3,0.3,0.5
7/7/2023,PEP2,5-0,5,0,1.5,0.0,LK,EXP,1 to 8,4.8,0,90,5,5,0,0,0,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PEP2,35-30,35,30,10.6,9.1,LK,EXP,1 to 8,4.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PEP2,30-25,30,25,9.1,7.6,LK,EXP,1 to 8,4.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PEP2,25-20,25,20,7.6,6.1,SAB,EXP,1 to 8,4.8,0,20,0,0,0,20,60,0,P,P,A,UNK,40,0.1,0.3,0.3,1,1
7/7/2023,PEP2,20-15,20,15,6.1,4.6,SAB,EXP,1 to 8,4.8,0,10,0,0,0,70,20,0,P,P,A,UNK,50,0.3,0.3,0.5,1,1
7/7/2023,PEP2,15-10,15,10,4.6,3.0,SAB,EXP,1 to 8,4.8,0,20,0,0,20,60,0,0,P,P,A,P,60,0.1,0.2,0.3,0.5,1
7/7/2023,PEP2,10-5,10,5,3.0,1.5,SAB,EXP,1 to 8,4.8,0,30,10,10,10,40,0,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,PEP2,5-0,5,0,1.5,0.0,SAB,EXP,1 to 8,4.8,0,50,20,10,10,10,0,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,PEP2,35-30,35,30,10.6,9.1,SAB,EXP,1 to 8,4.8,0,0,0,0,0,0,100,0,P,A,A,UNK,1,0.1,0,0,0,0
7/7/2023,PEP2,30-25,30,25,9.1,7.6,SAB,EXP,1 to 8,4.8,0,5,0,0,0,0,95,0,P,A,A,UNK,1,0.1,0,0,0,0
7/7/2023,PLQ2,30-25,30,25,9.1,7.6,RAL,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,8,0.1,0.1,0.1,0.3,0.3
7/7/2023,PLQ2,25-20,25,20,7.6,6.1,RAL,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,15,0.1,0.1,0.1,0.1,0.1
7/7/2023,PLQ2,20-15,20,15,6.1,4.6,RAL,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,80,0.1,0.1,0.5,0.5,0.1
7/7/2023,PLQ2,15-10,15,10,4.6,3.0,RAL,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,35,0.1,0.2,0.2,0.5,0.1
7/7/2023,PLQ2,10-5,10,5,3.0,1.5,RAL,EXP,1 to 9,4.8,1,0,0,0,0,0,0,99,P,P,A,UNK,60,0.1,0.1,0.1,0.8,0.1
7/7/2023,PLQ2,5-2,5,2,1.5,0.6,RAL,EXP,1 to 9,4.8,2,0,0,0,0,60,0,38,P,A,A,UNK,58,0.1,0.1,0.1,0.1,0.1
7/7/2023,PLQ2,40-35,40,35,12.2,10.6,RAL,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,10,0.1,0.1,0.1,0.1,0.1
7/7/2023,PLQ2,35-30,35,30,10.6,9.1,RAL,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,20,0.1,0.1,0.1,0.1,0.1
7/7/2023,PLQ2,30-25,30,25,9.1,7.6,PB,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,25,0.3,0.3,0.3,0.3,0.3
7/7/2023,PLQ2,25-20,25,20,7.6,6.1,PB,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,15,0.2,0.3,0.3,0.3,0.5
7/7/2023,PLQ2,20-15,20,15,6.1,4.6,PB,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,40,0.4,0.3,0.3,0.3,0.3
7/7/2023,PLQ2,15-10,15,10,4.6,3.0,PB,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,P,90,0.4,0.4,0.4,0.4,0.4
7/7/2023,PLQ2,40-35,40,35,12.2,10.6,PB,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,20,0.4,0.4,0.4,0.4,0.4
7/7/2023,PLQ2,35-30,35,30,10.6,9.1,PB,EXP,1 to 9,4.8,0,0,0,0,0,0,0,100,P,A,A,UNK,10,0.3,0.3,0.3,0.3,0.3
7/7/2023,PLQ2,45-40,45,40,13.7,12.2,LK,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PLQ2,40-35,40,35,12.2,10.6,LK,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PLQ2,35-30,35,30,10.6,9.1,LK,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,A,A,UNK,30,0.5,0.5,0.3,0.3,0.1
7/7/2023,PLQ2,30-25,30,25,9.1,7.6,LK,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,P,A,UNK,50,1,1,1,0.5,0.1
7/7/2023,PLQ2,25-20,25,20,7.6,6.1,LK,CORE,10 & 20,4.8,0,0,0,0,0,20,80,0,P,A,A,UNK,5,0.1,0.1,0.1,0.2,0.2
7/7/2023,PLQ2,20-15,20,15,6.1,4.6,LK,CORE,10 & 20,4.8,0,0,0,0,0,20,80,0,P,A,A,P,5,0.1,0.1,0.1,0.2,0.2
7/7/2023,PLQ2,15-10,15,10,4.6,3.0,LK,CORE,10 & 20,4.8,0,0,0,0,0,20,80,0,P,P,A,P,5,1,1,1,0.5,0.5
7/7/2023,PLQ2,10-5,10,5,3.0,1.5,LK,CORE,10 & 20,4.8,0,0,0,0,0,20,80,0,P,A,A,UNK,5,0.1,0.1,0.1,0.1,0.1
7/7/2023,PLQ2,5-1,5,1,1.5,0.3,LK,CORE,10 & 20,4.8,0,0,0,0,0,80,20,0,P,A,A,UNK,10,0.1,0.1,0.1,0.1,0.1
7/7/2023,PLQ2,55-50,55,50,16.7,15.2,LK,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PLQ2,50-45,50,45,15.2,13.7,LK,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PLQ2,45-40,45,40,13.7,12.2,SAB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,PLQ2,40-35,40,35,12.2,10.6,SAB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,A,A,UNK,1,0.1,0,0,0,0
7/7/2023,PLQ2,35-30,35,30,10.6,9.1,SAB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,A,A,UNK,40,0.1,0.1,0.1,0.2,0.2
7/7/2023,PLQ2,30-25,30,25,9.1,7.6,SAB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,P,A,UNK,50,0.1,0.1,0.3,0.3,1
7/7/2023,PLQ2,25-20,25,20,7.6,6.1,SAB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,P,A,UNK,50,0.1,0.1,0.3,0.3,1
7/7/2023,PLQ2,20-15,20,15,6.1,4.6,SAB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,P,P,A,UNK,90,1,1,1,0.5,0.2
7/7/2023,PLQ2,15-10,15,10,4.6,3.0,SAB,CORE,10 & 20,4.8,0,5,0,0,0,50,40,5,P,A,A,UNK,80,0.1,0.1,0.5,0.5,0.3
7/7/2023,PLQ2,10-5,10,5,3.0,1.5,SAB,CORE,10 & 20,4.8,0,5,0,0,0,70,25,0,P,A,A,UNK,50,0.05,0.05,0.05,0.5,0.2
7/7/2023,PLQ2,5-1,5,1,1.5,0.3,SAB,CORE,10 & 20,4.8,0,0,0,0,0,100,0,0,P,A,A,UNK,20,0.1,0.1,0.1,0.1,0.2
7/7/2023,PLQ2,55-50,55,50,16.7,15.2,SAB,CORE,10 & 20,4.8,0,0,0,0,0,0,100,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,PLQ2,50-45,50,45,15.2,13.7,SAB,CORE,10 & 20,4.8,0,2,0,0,0,0,98,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,HEK,50-45,50,45,15.2,13.7,LK,CORE,10 & 20,5.3,0,0,0,0,0,20,80,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,HEK,45-40,45,40,13.7,12.2,LK,CORE,10 & 20,5.3,0,0,0,0,20,20,60,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,HEK,40-35,40,35,12.2,10.6,LK,CORE,10 & 20,5.3,0,0,0,0,20,20,60,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,HEK,35-30,35,30,10.6,9.1,LK,CORE,10 & 20,5.3,0,0,0,0,20,70,10,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,HEK,30-25,30,25,9.1,7.6,LK,CORE,10 & 20,5.3,1,0,0,0,50,50,0,0,P,A,A,UNK,1,0.3,0,0,0,0
7/7/2023,HEK,25-20,25,20,7.6,6.1,LK,CORE,10 & 20,5.3,25,0,0,0,40,35,0,0,P,A,A,P,10,0.3,0.3,0.1,0.1,0.1
7/7/2023,HEK,20-15,20,15,6.1,4.6,LK,CORE,10 & 20,5.3,15,0,0,0,35,50,0,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,HEK,15-10,15,10,4.6,3.0,LK,CORE,10 & 20,5.3,100,0,0,0,0,0,0,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,HEK,10-5,10,5,3.0,1.5,LK,CORE,10 & 20,5.3,80,0,0,0,5,15,0,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,HEK,5-0,5,0,1.5,0.0,LK,CORE,10 & 20,5.3,55,20,15,0,10,0,0,0,A,A,A,P,0,0,0,0,0,0
7/7/2023,HEK,60-55,60,55,18.2,16.7,LK,CORE,10 & 20,5.3,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,HEK,55-50,55,50,16.7,15.2,LK,CORE,10 & 20,5.3,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
7/7/2023,HEK,30-25,30,25,9.1,7.6,RAL,EXP,1 to 9,5.3,90,0,0,0,0,0,10,0,P,A,A,UNK,70,0.1,0.1,0.2,0.2,0.2
7/7/2023,HEK,25-20,25,20,7.6,6.1,RAL,EXP,1 to 9,5.3,90,0,0,0,0,0,10,0,P,A,A,UNK,70,0.1,0.1,0.2,0.2,0.2
